plz,bundesland,ort
70327,Baden-Württemberg,Stuttgart
70329,Baden-Württemberg,Stuttgart
70372,Baden-Württemberg,Stuttgart
70374,Baden-Württemberg,Stuttgart
70376,Baden-Württemberg,Stuttgart
70378,Baden-Württemberg,Stuttgart
70435,Baden-Württemberg,Stuttgart
70437,Baden-Württemberg,Stuttgart
70439,Baden-Württemberg,Stuttgart
70469,Baden-Württemberg,Stuttgart
70499,Baden-Württemberg,Stuttgart
70563,Baden-Württemberg,Stuttgart
70565,Baden-Württemberg,Stuttgart
70567,Baden-Württemberg,Stuttgart
70569,Baden-Württemberg,Stuttgart
70597,Baden-Württemberg,Stuttgart
70599,Baden-Württemberg,Stuttgart
70619,Baden-Württemberg,Stuttgart
70629,Baden-Württemberg,Stuttgart
8328,Sachsen,Stützengrün
24641,Schleswig-Holstein,Stuvenborn
26624,Niedersachsen,Südbrookmerland
26759,Niedersachsen,Südbrookmerland
99976,Thüringen,Südeichsfeld
99988,Thüringen,Südeichsfeld
25361,Schleswig-Holstein,Süderau
24392,Schleswig-Holstein,Süderbrarup
29556,Niedersachsen,Suderburg
25764,Schleswig-Holstein,Süderdeich
25782,Schleswig-Holstein,Süderdorf
25938,Schleswig-Holstein,Süderende
24890,Schleswig-Holstein,Süderfahrenstedt
21394,Niedersachsen,Südergellersen
24852,Schleswig-Holstein,Süderhackstedt
24992,Schleswig-Holstein,Süderhackstedt
25727,Schleswig-Holstein,Süderhastedt
25779,Schleswig-Holstein,Süderheistedt
25876,Schleswig-Holstein,Süderhöft
18516,Mecklenburg-Vorpommern,Süderholz
25923,Schleswig-Holstein,Süderlügum
25813,Schleswig-Holstein,Südermarsch
25840,Schleswig-Holstein,Südermarsch
6536,Sachsen-Anhalt,Südharz
29303,Niedersachsen,Südheide
29320,Niedersachsen,Südheide
29345,Niedersachsen,Südheide
6369,Sachsen-Anhalt,Südliches Anhalt
6386,Sachsen-Anhalt,Südliches Anhalt
6388,Sachsen-Anhalt,Südliches Anhalt
46354,Nordrhein-Westfalen,Südlohn
17207,Mecklenburg-Vorpommern,Südmüritz
27257,Niedersachsen,Sudwalde
91438,Bayern,Sugenheim
91484,Bayern,Sugenheim
98527,Thüringen,Suhl
98528,Thüringen,Suhl
98529,Thüringen,Suhl
29562,Niedersachsen,Suhlendorf
19079,Mecklenburg-Vorpommern,Sukow
17168,Mecklenburg-Vorpommern,Sukow-Levitzow
23845,Schleswig-Holstein,Sülfeld
23867,Schleswig-Holstein,Sülfeld
27232,Niedersachsen,Sulingen
54636,Rheinland-Pfalz,Sülm
19077,Mecklenburg-Vorpommern,Sülstorf
7751,Thüringen,Sulza
72172,Baden-Württemberg,Sulz am Neckar
65843,Hessen,Sulzbach
56379,Rheinland-Pfalz,Sulzbach
55758,Rheinland-Pfalz,Sulzbach
63834,Bayern,Sulzbach am Main
71560,Baden-Württemberg,Sulzbach an der Murr
74429,Baden-Württemberg,Sulzbach-Laufen
92237,Bayern,Sulzbach-Rosenberg
66280,Saarland,Sulzbach/Saar
67734,Rheinland-Pfalz,Sulzbachtal
87477,Bayern,Sulzberg
79295,Baden-Württemberg,Sulzburg
97528,Bayern,Sulzdorf a.d.Lederhecke
85254,Bayern,Sulzemoos
85259,Bayern,Sulzemoos
39171,Sachsen-Anhalt,Sülzetal
97633,Bayern,Sulzfeld
75056,Baden-Württemberg,Sulzfeld
98617,Thüringen,Sülzfeld
97320,Bayern,Sulzfeld am Main
97529,Bayern,Sulzheim
55286,Rheinland-Pfalz,Sulzheim
97717,Bayern,Sulzthal
93104,Bayern,Sünching
59846,Nordrhein-Westfalen,Sundern
18519,Mecklenburg-Vorpommern,Sundhagen
99947,Thüringen,Sundhausen
38373,Niedersachsen,Süpplingen
38376,Niedersachsen,Süpplingenburg
83362,Bayern,Surberg
26903,Niedersachsen,Surwold
23701,Schleswig-Holstein,Süsel
73079,Baden-Württemberg,Süßen
49762,Niedersachsen,Sustrum
31555,Niedersachsen,Suthfeld
53913,Nordrhein-Westfalen,Swisttal
16230,Brandenburg,Sydower Fließ
28857,Niedersachsen,Syke
25980,Schleswig-Holstein,Sylt
89428,Bayern,Syrgenstein
24893,Schleswig-Holstein,Taarstedt
54441,Rheinland-Pfalz,Taben-Rodt
83342,Bayern,Tacherting
83373,Bayern,Taching am See
24797,Schleswig-Holstein,Tackesdorf
25585,Schleswig-Holstein,Tackesdorf
73527,Baden-Württemberg,Täferrot
86704,Bayern,Tagmersheim
74388,Baden-Württemberg,Talheim
78607,Baden-Württemberg,Talheim
21493,Schleswig-Holstein,Talkau
54426,Rheinland-Pfalz,Talling
99897,Thüringen,Tambach-Dietharz
71732,Baden-Württemberg,Tamm
39517,Sachsen-Anhalt,Tangerhütte
39579,Sachsen-Anhalt,Tangerhütte
39590,Sachsen-Anhalt,Tangermünde
25499,Schleswig-Holstein,Tangstedt
22889,Schleswig-Holstein,Tangstedt
36142,Hessen,Tann
84367,Bayern,Tann
7922,Thüringen,Tanna
9468,Sachsen,Tannenberg
92723,Bayern,Tännesberg
73497,Baden-Württemberg,Tannhausen
88459,Baden-Württemberg,Tannheim
16307,Brandenburg,Tantow
86660,Bayern,Tapfheim
38479,Niedersachsen,Tappenbeck
24594,Schleswig-Holstein,Tappendorf
24619,Schleswig-Holstein,Tarbek
27412,Niedersachsen,Tarmstedt
18249,Mecklenburg-Vorpommern,Tarnow
24963,Schleswig-Holstein,Tarp
24536,Schleswig-Holstein,Tasdorf
24943,Schleswig-Holstein,Tastrup
37339,Thüringen,Tastungen
25881,Schleswig-Holstein,Tating
97941,Baden-Württemberg,Tauberbischofsheim
97285,Bayern,Tauberrettersheim
4425,Sachsen,Taucha
15848,Brandenburg,Tauche
3185,Brandenburg,Tauer
82024,Bayern,Taufkirchen
84416,Bayern,Taufkirchen
84574,Bayern,Taufkirchen
65232,Hessen,Taunusstein
9249,Sachsen,Taura
7778,Thüringen,Tautenburg
7646,Thüringen,Tautendorf
7639,Thüringen,Tautenhain
54456,Rheinland-Pfalz,Tawern
24220,Schleswig-Holstein,Techelsdorf
19399,Mecklenburg-Vorpommern,Techentin
49545,Nordrhein-Westfalen,Tecklenburg
7907,Thüringen,Tegau
93105,Bayern,Tegernheim
83684,Bayern,Tegernsee
3185,Brandenburg,Teichland
7570,Thüringen,Teichwitz
83317,Bayern,Teisendorf
83364,Bayern,Teisendorf
84576,Bayern,Teising
94244,Bayern,Teisnach
37339,Thüringen,Teistungen
19273,Mecklenburg-Vorpommern,Teldau
48291,Nordrhein-Westfalen,Telgte
56858,Rheinland-Pfalz,Tellig
25782,Schleswig-Holstein,Tellingstedt
14513,Brandenburg,Teltow
54441,Rheinland-Pfalz,Temmels
17268,Brandenburg,Temmen-Ringenwalde
16818,Brandenburg,Temnitzquell
16845,Brandenburg,Temnitztal
17268,Brandenburg,Templin
78250,Baden-Württemberg,Tengen
79312,Baden-Württemberg,Teningen
79331,Baden-Württemberg,Teningen
25767,Schleswig-Holstein,Tensbüttel-Röst
23824,Schleswig-Holstein,Tensfeld
67806,Rheinland-Pfalz,Teschenmoschel
21395,Niedersachsen,Tespe
18195,Mecklenburg-Vorpommern,Tessin
19258,Mecklenburg-Vorpommern,Tessin b. Boizenburg
23936,Mecklenburg-Vorpommern,Testorf-Steinfort
25882,Schleswig-Holstein,Tetenbüll
24817,Schleswig-Holstein,Tetenhusen
17166,Mecklenburg-Vorpommern,Teterow
96355,Bayern,Tettau
1945,Brandenburg,Tettau
94167,Bayern,Tettenweis
88069,Baden-Württemberg,Tettnang
88079,Baden-Württemberg,Tettnang
93158,Bayern,Teublitz
6682,Sachsen-Anhalt,Teuchern
93356,Bayern,Teugn
92552,Bayern,Teunz
15755,Brandenburg,Teupitz
96358,Bayern,Teuschnitz
6179,Sachsen-Anhalt,Teutschenthal
25557,Schleswig-Holstein,Thaden
86943,Bayern,Thaining
6502,Sachsen-Anhalt,Thale
66987,Rheinland-Pfalz,Thaleischweiler-Fröschen
54424,Rheinland-Pfalz,Thalfang
56584,Rheinland-Pfalz,Thalhausen
9380,Sachsen,Thalheim/Erzgebirge
66871,Rheinland-Pfalz,Thallichtenberg
4808,Sachsen,Thallwitz
93107,Bayern,Thalmassing
91177,Bayern,Thalmässing
37318,Thüringen,Thalwenden
19217,Mecklenburg-Vorpommern,Thandorf
86470,Bayern,Thannhausen
92554,Bayern,Thanstein
1737,Sachsen,Tharandt
27321,Niedersachsen,Thedinghausen
91741,Bayern,Theilenhofen
97288,Bayern,Theilheim
66871,Rheinland-Pfalz,Theisbergstegen
92637,Bayern,Theisseil
18195,Mecklenburg-Vorpommern,Thelkow
98660,Thüringen,Themar
97531,Bayern,Theres
9488,Sachsen,Thermalbad Wiesenbad
8541,Sachsen,Theuma
1561,Sachsen,Thiendorf
86672,Bayern,Thierhaupten
7774,Thüringen,Thierschneck
95707,Bayern,Thiersheim
95199,Bayern,Thierstein
66636,Saarland,Tholey
21401,Niedersachsen,Thomasburg
54317,Rheinland-Pfalz,Thomm
4626,Thüringen,Thonhausen
56291,Rheinland-Pfalz,Thörlingen
54340,Rheinland-Pfalz,Thörnich
49832,Niedersachsen,Thuine
18184,Mecklenburg-Vorpommern,Thulendorf
9419,Sachsen,Thum
24351,Schleswig-Holstein,Thumby
97711,Bayern,Thundorf i.UFr.
97289,Bayern,Thüngen
97291,Bayern,Thüngersheim
56743,Rheinland-Pfalz,Thür
17168,Mecklenburg-Vorpommern,Thürkow
94169,Bayern,Thurmansbang
95349,Bayern,Thurnau
94136,Bayern,Thyrnau
38473,Niedersachsen,Tiddische
84184,Bayern,Tiefenbach
94113,Bayern,Tiefenbach
93464,Bayern,Tiefenbach
55471,Rheinland-Pfalz,Tiefenbach
88422,Baden-Württemberg,Tiefenbach
75233,Baden-Württemberg,Tiefenbronn
55546,Rheinland-Pfalz,Tiefenthal
67311,Rheinland-Pfalz,Tiefenthal
24803,Schleswig-Holstein,Tielen
25794,Schleswig-Holstein,Tielenhemme
24644,Schleswig-Holstein,Timmaspe
23669,Schleswig-Holstein,Timmendorfer Strand
25917,Schleswig-Holstein,Tinningstedt
8606,Sachsen,Tirpersdorf
95643,Bayern,Tirschenreuth
7646,Thüringen,Tissa
27419,Niedersachsen,Tiste
79822,Baden-Württemberg,Titisee-Neustadt
85135,Bayern,Titting
94104,Bayern,Tittling
84529,Bayern,Tittmoning
52445,Nordrhein-Westfalen,Titz
19230,Mecklenburg-Vorpommern,Toddin
24819,Schleswig-Holstein,Todenbüttel
22965,Schleswig-Holstein,Todendorf
55481,Rheinland-Pfalz,Todenroth
23826,Schleswig-Holstein,Todesfelde
86447,Bayern,Todtenweis
79682,Baden-Württemberg,Todtmoos
79674,Baden-Württemberg,Todtnau
84513,Bayern,Töging a.Inn
24894,Schleswig-Holstein,Tolk
7819,Thüringen,Tömmelsdorf
47918,Nordrhein-Westfalen,Tönisvorst
99958,Thüringen,Tonna
99438,Thüringen,Tonndorf
25832,Schleswig-Holstein,Tönning
95183,Bayern,Töpen
99718,Thüringen,Topfstedt
21442,Niedersachsen,Toppenstedt
4860,Sachsen,Torgau
4861,Sachsen,Torgau
17358,Mecklenburg-Vorpommern,Torgelow
17192,Mecklenburg-Vorpommern,Torgelow am See
25436,Schleswig-Holstein,Tornesch
21255,Niedersachsen,Tostedt
21371,Niedersachsen,Tosterglope
99947,Thüringen,Tottleben
56841,Rheinland-Pfalz,Traben-Trarbach
92724,Bayern,Trabitz
93358,Bayern,Train
55595,Rheinland-Pfalz,Traisen
93455,Bayern,Traitsching
19089,Mecklenburg-Vorpommern,Tramm
21516,Schleswig-Holstein,Tramm
24610,Schleswig-Holstein,Trappenkamp
97633,Bayern,Trappstadt
54441,Rheinland-Pfalz,Trassem
17449,Mecklenburg-Vorpommern,Trassenheide
83301,Bayern,Traunreut
83368,Bayern,Traunreut
83371,Bayern,Traunreut
83374,Bayern,Traunreut
83278,Bayern,Traunstein
92555,Bayern,Trausnitz
90619,Bayern,Trautskirchen
23843,Schleswig-Holstein,Travenbrück
23827,Schleswig-Holstein,Travenhorst
23795,Schleswig-Holstein,Traventhal
14959,Brandenburg,Trebbin
29494,Niedersachsen,Trebel
4617,Thüringen,Treben
2959,Sachsen,Trebendorf - Trjebin
95367,Bayern,Trebgast
99718,Thüringen,Trebra
4687,Sachsen,Trebsen/Mulde
65468,Hessen,Trebur
55413,Rheinland-Pfalz,Trechtingshausen
93492,Bayern,Treffelstein
99830,Thüringen,Treffurt
24896,Schleswig-Holstein,Treia
56253,Rheinland-Pfalz,Treis-Karden
22967,Schleswig-Holstein,Tremsbüttel
34388,Hessen,Trendelburg
25693,Schleswig-Holstein,Trennewurth
18569,Mecklenburg-Vorpommern,Trent
15236,Brandenburg,Treplin
91757,Bayern,Treuchtlingen
8233,Sachsen,Treuen
14929,Brandenburg,Treuenbrietzen
78098,Baden-Württemberg,Triberg im Schwarzwald
18465,Mecklenburg-Vorpommern,Tribsees
8606,Sachsen,Triebel
97855,Bayern,Triefenstein
54290,Rheinland-Pfalz,Trier
54292,Rheinland-Pfalz,Trier
54293,Rheinland-Pfalz,Trier
54294,Rheinland-Pfalz,Trier
54295,Rheinland-Pfalz,Trier
54296,Rheinland-Pfalz,Trier
53520,Rheinland-Pfalz,Trierscheid
54311,Rheinland-Pfalz,Trierweiler
84371,Bayern,Triftern
16949,Brandenburg,Triglitz
56753,Rheinland-Pfalz,Trimbs
54636,Rheinland-Pfalz,Trimport
18320,Mecklenburg-Vorpommern,Trinwillershagen
67705,Rheinland-Pfalz,Trippstadt
7819,Thüringen,Triptis
22946,Schleswig-Holstein,Trittau
54349,Rheinland-Pfalz,Trittenheim
3253,Brandenburg,Tröbitz
7646,Thüringen,Tröbnitz
99869,Thüringen,Tröchtelborn
72818,Baden-Württemberg,Trochtelfingen
7646,Thüringen,Trockenborn-Wolfersdorf
95183,Bayern,Trogen
53840,Nordrhein-Westfalen,Troisdorf
53842,Nordrhein-Westfalen,Troisdorf
53844,Nordrhein-Westfalen,Troisdorf
17039,Mecklenburg-Vorpommern,Trollenhagen
24321,Schleswig-Holstein,Tröndel
4880,Sachsen,Trossin
78647,Baden-Württemberg,Trossingen
95709,Bayern,Tröstau
83308,Bayern,Trostberg
66957,Rheinland-Pfalz,Trulben
87779,Bayern,Trunkelsberg
3130,Brandenburg,Tschernitz
96367,Bayern,Tschirn
72070,Baden-Württemberg,Tübingen
72072,Baden-Württemberg,Tübingen
72074,Baden-Württemberg,Tübingen
72076,Baden-Württemberg,Tübingen
90587,Bayern,Tuchenbach
38474,Niedersachsen,Tülau
25881,Schleswig-Holstein,Tümlauer Koog
79677,Baden-Württemberg,Tunau
78609,Baden-Württemberg,Tuningen
83104,Bayern,Tuntenhausen
82299,Bayern,Türkenfeld
86842,Bayern,Türkheim
3185,Brandenburg,Turnow-Preilack
86874,Bayern,Tussenhausen
84577,Bayern,Tüßling
17129,Mecklenburg-Vorpommern,Tutow
24214,Schleswig-Holstein,Tüttendorf
99869,Thüringen,Tüttleben
78532,Baden-Württemberg,Tuttlingen
82327,Bayern,Tutzing
17091,Mecklenburg-Vorpommern,Tützpatz
24894,Schleswig-Holstein,Twedt
49767,Niedersachsen,Twist
34477,Hessen,Twistetal
27239,Niedersachsen,Twistringen
84558,Bayern,Tyrlaching
52531,Nordrhein-Westfalen,Übach-Palenberg
54689,Rheinland-Pfalz,Übereisenbach
66802,Saarland,Überherrn
88662,Baden-Württemberg,Überlingen
83236,Bayern,Übersee
76698,Baden-Württemberg,Ubstadt-Weiher
31600,Niedersachsen,Uchte
97532,Bayern,Üchtelhausen
17291,Brandenburg,Uckerfelde
17459,Mecklenburg-Vorpommern,Ückeritz
17337,Brandenburg,Uckerland
55288,Rheinland-Pfalz,Udenheim
37318,Thüringen,Uder
54552,Rheinland-Pfalz,Üdersdorf
99198,Thüringen,Udestedt
54552,Rheinland-Pfalz,Udler
4895,Brandenburg,Uebigau-Wahrenbrück
4924,Brandenburg,Uebigau-Wahrenbrück
4938,Brandenburg,Uebigau-Wahrenbrück
17373,Mecklenburg-Vorpommern,Ueckermünde
47589,Nordrhein-Westfalen,Uedem
91486,Bayern,Uehlfeld
38170,Niedersachsen,Uehrde
19077,Mecklenburg-Vorpommern,Uelitz
24860,Schleswig-Holstein,Uelsby
49843,Niedersachsen,Uelsen
55278,Rheinland-Pfalz,Uelversheim
25889,Schleswig-Holstein,Uelvesbüll
29525,Niedersachsen,Uelzen
56767,Rheinland-Pfalz,Uersfeld
56767,Rheinland-Pfalz,Ueß
25436,Schleswig-Holstein,Uetersen
97292,Bayern,Uettingen
31311,Niedersachsen,Uetze
97215,Bayern,Uffenheim
82449,Bayern,Uffing am Staffelsee
73066,Baden-Württemberg,Uhingen
88690,Baden-Württemberg,Uhldingen-Mühlhofen
56290,Rheinland-Pfalz,Uhler
79777,Baden-Württemberg,Ühlingen-Birkendorf
7407,Thüringen,Uhlstädt-Kirchhasel
89073,Baden-Württemberg,Ulm
89075,Baden-Württemberg,Ulm
89077,Baden-Württemberg,Ulm
89079,Baden-Württemberg,Ulm
89081,Baden-Württemberg,Ulm
89160,Baden-Württemberg,Ulm
56766,Rheinland-Pfalz,Ulmen
66887,Rheinland-Pfalz,Ulmet
35327,Hessen,Ulrichstein
24897,Schleswig-Holstein,Ulsnis
79224,Baden-Württemberg,Umkirch
18569,Mecklenburg-Vorpommern,Ummanz
39365,Sachsen-Anhalt,Ummendorf
88444,Baden-Württemberg,Ummendorf
29369,Niedersachsen,Ummern
98663,Thüringen,Ummerstadt
99441,Thüringen,Umpferstedt
21274,Niedersachsen,Undeloh
29640,Niedersachsen,Undeloh
55278,Rheinland-Pfalz,Undenheim
87781,Bayern,Ungerhausen
53572,Rheinland-Pfalz,Unkel
67823,Rheinland-Pfalz,Unkenbach
88527,Baden-Württemberg,Unlingen
59423,Nordrhein-Westfalen,Unna
59425,Nordrhein-Westfalen,Unna
59427,Nordrhein-Westfalen,Unna
57648,Rheinland-Pfalz,Unnau
97618,Bayern,Unsleben
99991,Thüringen,Unstrut-Hainich
99974,Thüringen,Unstruttal
99976,Thüringen,Unstruttal
82497,Bayern,Unterammergau
7646,Thüringen,Unterbodnitz
36414,Thüringen,Unterbreizbach
86944,Bayern,Unterdießen
84339,Bayern,Unterdietfurt
87782,Bayern,Unteregg
74257,Baden-Württemberg,Untereisesheim
72669,Baden-Württemberg,Unterensingen
85774,Bayern,Unterföhring
94107,Bayern,Untergriesbach
74199,Baden-Württemberg,Untergruppenbach
82008,Bayern,Unterhaching
67746,Rheinland-Pfalz,Unterjeckenbach
78089,Baden-Württemberg,Unterkirnach
91364,Bayern,Unterleinleiter
89617,Baden-Württemberg,Untermarchtal
98617,Thüringen,Untermaßfeld
86836,Bayern,Untermeitingen
96190,Bayern,Untermerzbach
74547,Baden-Württemberg,Untermünkheim
84579,Bayern,Unterneukirchen
97294,Bayern,Unterpleichfeld
75399,Baden-Württemberg,Unterreichenbach
83567,Bayern,Unterreit
89299,Bayern,Unterroth
85716,Bayern,Unterschleißheim
73485,Baden-Württemberg,Unterschneidheim
91743,Bayern,Unterschwaningen
56412,Rheinland-Pfalz,Untershausen
96253,Bayern,Untersiemau
15910,Brandenburg,Unterspreewald
89619,Baden-Württemberg,Unterstadion
95369,Bayern,Untersteinach
87647,Bayern,Unterthingau
89597,Baden-Württemberg,Unterwachingen
88379,Baden-Württemberg,Unterwaldhausen
98744,Thüringen,Unterweißbach
7333,Thüringen,Unterwellenborn
83246,Bayern,Unterwössen
87496,Bayern,Untrasried
55483,Rheinland-Pfalz,Unzenberg
23936,Mecklenburg-Vorpommern,Upahl
26529,Niedersachsen,Upgant-Schott
25923,Schleswig-Holstein,Uphusum
26670,Niedersachsen,Uplengen
54673,Rheinland-Pfalz,Uppershausen
73655,Baden-Württemberg,Urbach
73660,Baden-Württemberg,Urbach
56317,Rheinland-Pfalz,Urbach
99765,Thüringen,Urbach
56182,Rheinland-Pfalz,Urbar
55430,Rheinland-Pfalz,Urbar
99955,Thüringen,Urleben
56761,Rheinland-Pfalz,Urmersbach
56220,Rheinland-Pfalz,Urmitz
86513,Bayern,Ursberg
56825,Rheinland-Pfalz,Urschmitt
92289,Bayern,Ursensollen
97857,Bayern,Urspringen
54539,Rheinland-Pfalz,Ürzig
54655,Rheinland-Pfalz,Usch
17406,Mecklenburg-Vorpommern,Usedom
17237,Mecklenburg-Vorpommern,Userin
61250,Hessen,Usingen
37170,Niedersachsen,Uslar
86514,Bayern,Ustersbach
26556,Niedersachsen,Utarp
19217,Mecklenburg-Vorpommern,Utecht
98617,Thüringen,Utendorf
25938,Schleswig-Holstein,Utersum
54675,Rheinland-Pfalz,Utscheid
91080,Bayern,Uttenreuth
88524,Baden-Württemberg,Uttenweiler
54619,Rheinland-Pfalz,Üttfeld
86919,Bayern,Utting am Ammersee
17111,Mecklenburg-Vorpommern,Utzedel
79694,Baden-Württemberg,Utzenfeld
56291,Rheinland-Pfalz,Utzenhain
54552,Rheinland-Pfalz,Utzerath
54579,Rheinland-Pfalz,Üxheim
25572,Schleswig-Holstein,Vaale
25594,Schleswig-Holstein,Vaale
25594,Schleswig-Holstein,Vaalermoor
36404,Thüringen,Vacha
98617,Thüringen,Vachdorf
83377,Bayern,Vachendorf
38170,Niedersachsen,Vahlberg
37647,Niedersachsen,Vahlbruch
27389,Niedersachsen,Vahlde
71665,Baden-Württemberg,Vaihingen an der Enz
56179,Rheinland-Pfalz,Vallendar
83626,Bayern,Valley
56812,Rheinland-Pfalz,Valwig
26316,Niedersachsen,Varel
27259,Niedersachsen,Varrel
21397,Niedersachsen,Vastorf
85591,Bayern,Vaterstetten
85598,Bayern,Vaterstetten
85599,Bayern,Vaterstetten
85622,Bayern,Vaterstetten
85646,Bayern,Vaterstetten
38159,Niedersachsen,Vechelde
49377,Niedersachsen,Vechta
19205,Mecklenburg-Vorpommern,Veelböken
98669,Thüringen,Veilsdorf
90587,Bayern,Veitsbronn
97209,Bayern,Veitshöchheim
55758,Rheinland-Pfalz,Veitsrodt
42549,Nordrhein-Westfalen,Velbert
42551,Nordrhein-Westfalen,Velbert
42553,Nordrhein-Westfalen,Velbert
42555,Nordrhein-Westfalen,Velbert
92355,Bayern,Velburg
84149,Bayern,Velden
91235,Bayern,Velden
54472,Rheinland-Pfalz,Veldenz
46342,Nordrhein-Westfalen,Velen
18469,Mecklenburg-Vorpommern,Velgast
19260,Mecklenburg-Vorpommern,Vellahn
74541,Baden-Württemberg,Vellberg
34246,Hessen,Vellmar
38458,Niedersachsen,Velpke
16727,Brandenburg,Velten
38173,Niedersachsen,Veltheim
55578,Rheinland-Pfalz,Vendersheim
67482,Rheinland-Pfalz,Venningen
19417,Mecklenburg-Vorpommern,Ventschow
17111,Mecklenburg-Vorpommern,Verchen
27283,Niedersachsen,Verden (Aller)
72519,Baden-Württemberg,Veringenstadt
33415,Nordrhein-Westfalen,Verl
33775,Nordrhein-Westfalen,Versmold
91487,Bayern,Vestenbergsgreuth
3226,Brandenburg,Vetschau/Spreewald
53560,Rheinland-Pfalz,Vettelschoß
52391,Nordrhein-Westfalen,Vettweiß
94234,Bayern,Viechtach
19303,Mecklenburg-Vorpommern,Vielank
56244,Rheinland-Pfalz,Vielbach
16835,Brandenburg,Vielitzsee
27419,Niedersachsen,Vierden
17309,Mecklenburg-Vorpommern,Viereck
96191,Bayern,Viereth-Trunstadt
54314,Rheinland-Pfalz,Vierherrenborn
21444,Niedersachsen,Vierhöfen
85256,Bayern,Vierkirchen
2894,Sachsen,Vierkirchen
15306,Brandenburg,Vierlinden
68519,Hessen,Viernheim
41747,Nordrhein-Westfalen,Viersen
41748,Nordrhein-Westfalen,Viersen
41749,Nordrhein-Westfalen,Viersen
41751,Nordrhein-Westfalen,Viersen
86946,Bayern,Vilgertshofen
86637,Bayern,Villenbach
78667,Baden-Württemberg,Villingendorf
78048,Baden-Württemberg,Villingen-Schwenningen
78050,Baden-Württemberg,Villingen-Schwenningen
78052,Baden-Württemberg,Villingen-Schwenningen
78054,Baden-Württemberg,Villingen-Schwenningen
78056,Baden-Württemberg,Villingen-Schwenningen
65606,Hessen,Villmar
84137,Bayern,Vilsbiburg
92249,Bayern,Vilseck
84186,Bayern,Vilsheim
94474,Bayern,Vilshofen an der Donau
66957,Rheinland-Pfalz,Vinningen
25884,Schleswig-Holstein,Viöl
56729,Rheinland-Pfalz,Virneburg
49429,Niedersachsen,Visbek
27374,Niedersachsen,Visselhövede
32602,Nordrhein-Westfalen,Vlotho
46562,Nordrhein-Westfalen,Voerde (Niederrhein)
15890,Brandenburg,Vogelsang
17375,Mecklenburg-Vorpommern,Vogelsang-Warsin
99610,Thüringen,Vogelsberg
21360,Niedersachsen,Vögelsen
88267,Baden-Württemberg,Vogt
83569,Bayern,Vogtareuth
99986,Thüringen,Vogtei
79235,Baden-Württemberg,Vogtsburg im Kaiserstuhl
85088,Bayern,Vohburg an der Donau
92648,Bayern,Vohenstrauß
34516,Hessen,Vöhl
78147,Baden-Württemberg,Vöhrenbach
89269,Bayern,Vöhringen
72189,Baden-Württemberg,Vöhringen
17349,Mecklenburg-Vorpommern,Voigtsdorf
97332,Bayern,Volkach
84106,Bayern,Volkenschwand
37308,Thüringen,Volkerode
76857,Rheinland-Pfalz,Völkersweiler
78269,Baden-Württemberg,Volkertshausen
57612,Rheinland-Pfalz,Volkerzen
56745,Rheinland-Pfalz,Volkesfeld
66333,Saarland,Völklingen
7924,Thüringen,Volkmannsdorf
34471,Hessen,Volkmarsen
27729,Niedersachsen,Vollersode
99438,Thüringen,Vollersroda
25836,Schleswig-Holstein,Vollerwiek
55758,Rheinland-Pfalz,Vollmersbach
4626,Thüringen,Vollmershain
76744,Rheinland-Pfalz,Vollmersweiler
17194,Mecklenburg-Vorpommern,Vollrathsruhe
25821,Schleswig-Holstein,Vollstedt
39393,Sachsen-Anhalt,Völpke
17129,Mecklenburg-Vorpommern,Völschow
25693,Schleswig-Holstein,Volsemenhusen
49599,Niedersachsen,Voltlage
55546,Rheinland-Pfalz,Volxheim
95519,Bayern,Vorbach
18258,Mecklenburg-Vorpommern,Vorbeck
76889,Rheinland-Pfalz,Vorderweidenthal
38533,Niedersachsen,Vordorf
91247,Bayern,Vorra
79279,Baden-Württemberg,Vörstetten
27412,Niedersachsen,Vorwerk
48691,Nordrhein-Westfalen,Vreden
49757,Niedersachsen,Vrees
24369,Schleswig-Holstein,Waabs
37136,Niedersachsen,Waake
83666,Bayern,Waakirchen
86875,Bayern,Waal
34590,Hessen,Wabern
1454,Sachsen,Wachau
67591,Rheinland-Pfalz,Wachenheim
67157,Rheinland-Pfalz,Wachenheim an der Weinstraße
96193,Bayern,Wachenroth
37359,Thüringen,Wachstedt
53343,Nordrhein-Westfalen,Wachtberg
47669,Nordrhein-Westfalen,Wachtendonk
63607,Hessen,Wächtersbach
25596,Schleswig-Holstein,Wacken
17498,Mecklenburg-Vorpommern,Wackerow
83646,Bayern,Wackersberg
92442,Bayern,Wackersdorf
29496,Niedersachsen,Waddeweitz
